matricula,nombre,apellido,edad,promedio,carrera,genero,cuatrimestre
A00507,Laura,González,24,7.38,Arquitectura,F,5
A00508,Diego,Rodríguez,23,9.35,Administración,F,4
A00509,Carlos,Hernández,18,7.03,Administración,M,8
A00510,Diego,Martínez,22,9.32,Arquitectura,M,6
A00511,Carlos,López,25,6.36,Ingeniería,M,5
A00512,María,González,25,6.11,Psicología,M,1
A00513,Carmen,López,21,6.2,Medicina,M,3
A00514,Juan,Rodríguez,23,9.42,Derecho,F,6
A00515,Juan,Martínez,24,9.12,Psicología,F,5
A00516,Laura,López,24,6.86,Medicina,F,8
A00517,Ana,Rodríguez,20,6.89,Ingeniería,F,3
A00518,María,Hernández,24,6.9,Derecho,M,3
A00519,Juan,González,19,6.83,Arquitectura,F,5
A00520,Juan,Martínez,22,8.61,Arquitectura,F,3
A00521,Ana,Martínez,21,8.05,Psicología,M,3
A00522,Ana,Rodríguez,19,9.46,Derecho,F,3
A00523,Juan,Martínez,19,9.87,Medicina,F,3
A00524,Pedro,González,22,8.73,Ingeniería,F,4
A00525,Ana,González,20,7.9,Administración,M,2
A00526,Pedro,Martínez,24,6.53,Administración,M,1
A00527,Carmen,López,20,6.69,Ingeniería,F,6
A00528,María,López,24,9.2,Arquitectura,F,3
A00529,Ana,González,23,6.9,Arquitectura,M,8
A00530,Carmen,López,23,8.43,Ingeniería,M,5
A00531,Carlos,Rodríguez,19,9.77,Arquitectura,F,6
A00532,Laura,García,19,8.85,Ingeniería,M,3
A00533,Pedro,Hernández,18,8.84,Psicología,F,4
A00534,María,Martínez,22,7.1,Administración,M,1
A00535,Pedro,Rodríguez,25,9.58,Medicina,M,6
A00536,Carlos,González,23,9.41,Administración,F,6
A00537,María,García,22,7.84,Derecho,F,3
A00538,Juan,Hernández,19,6.87,Psicología,F,6
A00539,Carlos,González,20,7.21,Derecho,F,8
A00540,Diego,García,19,8.08,Ingeniería,F,3
A00541,Diego,Rodríguez,20,8.49,Medicina,F,5
A00542,Ana,García,24,8.34,Psicología,M,2
A00543,María,López,25,6.03,Administración,F,1
A00544,Ana,Rodríguez,24,10.0,Arquitectura,F,7
A00545,María,Martínez,19,9.87,Derecho,M,8
A00546,Carlos,González,18,9.36,Derecho,M,3
A00547,María,López,19,8.25,Arquitectura,F,8
A00548,Juan,Martínez,23,8.38,Psicología,F,6
A00549,Laura,García,19,7.13,Arquitectura,M,3
A00550,Diego,López,23,8.74,Derecho,M,1
A00551,Laura,Martínez,24,7.93,Arquitectura,M,6
A00552,María,Rodríguez,18,7.35,Derecho,M,5
A00553,Laura,García,22,7.11,Administración,F,8
A00554,Juan,Martínez,24,7.3,Psicología,F,5
A00555,Diego,García,24,7.11,Medicina,F,3
A00556,Carmen,Martínez,19,8.62,Psicología,F,8
A00557,María,González,21,9.81,Arquitectura,M,6
A00558,Diego,Rodríguez,20,8.61,Arquitectura,M,2
A00559,Laura,López,24,6.75,Psicología,F,8
A00560,Carmen,Martínez,20,8.07,Medicina,M,1
A00561,Pedro,García,20,6.96,Derecho,F,3
A00562,Diego,Rodríguez,22,6.23,Arquitectura,M,2
A00563,Pedro,López,22,9.43,Arquitectura,F,5
A00564,Carlos,García,22,9.24,Psicología,F,1
A00565,Carmen,Rodríguez,25,7.62,Derecho,M,7
A00566,Carmen,García,20,7.28,Derecho,M,4
A00567,Diego,Hernández,19,6.56,Arquitectura,M,8
A00568,Carlos,Hernández,20,6.1,Derecho,M,6
A00569,Laura,Rodríguez,24,7.99,Administración,F,2
A00570,Ana,López,22,7.18,Psicología,F,6
A00571,María,López,24,9.63,Administración,M,1
A00572,Carlos,García,22,7.62,Medicina,F,4
A00573,Carmen,Rodríguez,25,8.95,Administración,M,4
A00574,Ana,Martínez,19,8.33,Ingeniería,F,5
A00575,Carmen,Hernández,23,9.98,Administración,F,4
A00576,Diego,López,22,9.26,Medicina,M,1
A00577,Laura,Hernández,21,7.37,Psicología,M,2
A00578,Juan,Martínez,25,8.85,Administración,F,8
A00579,Carmen,Martínez,21,8.75,Medicina,M,2
A00580,Laura,González,25,8.55,Ingeniería,M,7
A00581,Pedro,García,19,7.9,Medicina,M,4
A00582,Carmen,García,20,9.76,Arquitectura,M,8
A00583,Ana,García,22,7.43,Psicología,M,6
A00584,Laura,Rodríguez,18,7.2,Derecho,F,1
A00585,Carlos,López,24,6.68,Arquitectura,F,6
A00586,Laura,López,23,8.63,Arquitectura,F,7
A00587,Carlos,González,24,8.23,Administración,F,3
A00588,Carlos,Hernández,23,7.18,Administración,F,7
A00589,Juan,González,25,7.88,Administración,M,6
A00590,Ana,González,23,8.96,Ingeniería,M,7
A00591,María,Martínez,24,8.9,Medicina,M,6
A00592,Ana,García,20,8.24,Psicología,M,1
A00593,Diego,Rodríguez,22,9.65,Administración,M,5
A00594,Carmen,López,23,9.79,Ingeniería,F,6
A00595,Ana,Rodríguez,21,9.6,Ingeniería,M,6
A00596,Carmen,García,25,8.62,Medicina,F,5
A00597,Carmen,García,23,6.89,Psicología,F,8
A00598,Carmen,López,20,6.89,Arquitectura,F,2
A00599,Juan,Martínez,24,9.49,Psicología,M,4
A00600,María,Hernández,23,7.68,Ingeniería,F,8
A00601,Carlos,González,22,9.55,Ingeniería,M,7
A00602,Ana,Martínez,25,7.49,Derecho,M,8
A00603,Diego,García,21,8.34,Medicina,F,5
A00604,Ana,García,23,7.86,Derecho,F,3
A00605,Carlos,Martínez,24,6.47,Ingeniería,F,7
A00606,Laura,González,22,6.21,Arquitectura,F,7
A00607,Carmen,González,24,8.54,Ingeniería,M,3
A00608,Laura,García,23,8.32,Administración,M,2
A00609,Diego,Hernández,19,8.48,Psicología,M,3
A00610,Laura,González,21,7.89,Psicología,F,4
A00611,Laura,González,20,6.78,Arquitectura,M,5
A00612,Carmen,López,18,6.48,Administración,M,8
A00613,Carlos,Hernández,25,8.72,Arquitectura,M,6
A00614,Carlos,López,21,8.12,Derecho,M,2
A00615,Carlos,Rodríguez,25,7.65,Administración,M,7
A00616,Ana,Martínez,22,9.48,Arquitectura,F,2
A00617,María,García,19,6.6,Ingeniería,M,1
A00618,Ana,González,24,9.97,Medicina,M,7
A00619,Laura,Rodríguez,25,7.37,Administración,M,5
A00620,María,López,20,9.95,Psicología,F,7
A00621,Pedro,González,22,9.57,Psicología,F,3
A00622,Ana,Martínez,21,9.95,Ingeniería,M,8
A00623,Ana,López,22,6.57,Medicina,M,3
A00624,Carmen,Hernández,20,9.45,Administración,M,4
A00625,Carlos,Hernández,24,6.72,Arquitectura,F,3
A00626,Carlos,García,24,6.32,Derecho,M,7
A00627,María,González,19,7.33,Medicina,M,5
A00628,Ana,Rodríguez,25,9.95,Ingeniería,F,8
A00629,Carlos,García,25,7.25,Arquitectura,M,1
A00630,Ana,González,24,6.23,Arquitectura,F,5
A00631,Laura,González,24,7.81,Arquitectura,F,5
A00632,Pedro,González,18,6.84,Administración,M,8
A00633,Carlos,González,23,9.09,Medicina,M,8
A00634,Juan,González,19,8.31,Arquitectura,F,4
A00635,Pedro,García,19,6.63,Medicina,F,1
A00636,Carlos,Martínez,21,9.14,Administración,F,1
A00637,Juan,Martínez,23,9.12,Ingeniería,F,3
A00638,Juan,García,20,6.52,Derecho,M,5
A00639,Carlos,Hernández,18,7.73,Medicina,F,5
A00640,Pedro,Martínez,24,7.72,Administración,M,8
A00641,Carmen,Rodríguez,23,7.72,Ingeniería,F,2
A00642,María,Rodríguez,24,7.91,Medicina,F,5
A00643,Juan,Hernández,19,6.02,Ingeniería,M,7
A00644,Carlos,García,18,8.14,Derecho,M,3
A00645,Carmen,Rodríguez,19,8.92,Psicología,F,8
A00646,Carmen,García,22,9.8,Derecho,F,4
A00647,Carmen,Rodríguez,21,9.57,Administración,F,1
A00648,Laura,López,21,9.03,Psicología,M,2
A00649,Pedro,Hernández,25,8.12,Psicología,M,5
A00650,Juan,Hernández,23,6.07,Arquitectura,M,8
A00651,Carlos,Hernández,24,6.02,Medicina,M,2
A00652,Carmen,García,25,8.93,Arquitectura,M,6
A00653,María,González,20,6.91,Ingeniería,F,8
A00654,María,Hernández,23,9.51,Administración,F,7
A00655,Diego,Rodríguez,18,7.25,Administración,F,5
A00656,Carmen,López,25,6.41,Ingeniería,F,8
A00657,María,García,19,8.01,Ingeniería,F,2
A00658,Juan,Rodríguez,22,7.22,Arquitectura,F,6
A00659,Pedro,González,24,6.26,Derecho,M,1
A00660,Pedro,Rodríguez,19,6.18,Administración,F,5
A00661,Carlos,Hernández,19,9.79,Arquitectura,F,3
A00662,María,López,20,7.82,Arquitectura,F,1
A00663,Ana,Hernández,23,8.08,Derecho,M,3
A00664,María,Martínez,22,8.1,Derecho,M,6
A00665,Diego,Hernández,23,7.73,Derecho,F,8
A00666,Ana,Martínez,25,8.75,Medicina,M,3
A00667,Diego,Hernández,21,6.54,Arquitectura,M,6
A00668,Carmen,López,25,9.98,Medicina,M,3
A00669,Carmen,López,23,7.96,Psicología,M,1
A00670,Carlos,García,25,9.0,Psicología,F,5
A00671,Diego,Hernández,19,6.66,Arquitectura,M,6
A00672,Carlos,Martínez,25,9.63,Ingeniería,M,7
A00673,Juan,García,25,9.25,Derecho,F,6
A00674,María,Rodríguez,23,6.08,Medicina,F,1
A00675,Ana,López,19,6.9,Psicología,M,5
A00676,Ana,García,22,9.94,Arquitectura,F,5
A00677,Carlos,López,18,6.84,Ingeniería,F,2
A00678,María,García,19,6.09,Arquitectura,M,4
A00679,Pedro,Rodríguez,18,8.02,Ingeniería,M,3
A00680,Ana,Rodríguez,23,6.49,Arquitectura,M,2
A00681,Pedro,González,19,8.84,Derecho,F,3
A00682,María,Martínez,20,9.17,Derecho,F,6
A00683,Pedro,González,21,7.5,Ingeniería,M,6
A00684,Juan,Martínez,20,8.56,Arquitectura,F,5
A00685,Diego,Rodríguez,20,9.08,Derecho,F,5
A00686,Carmen,García,23,8.49,Arquitectura,F,6
A00687,Carmen,Hernández,24,8.38,Arquitectura,M,2
A00688,Carlos,López,25,6.19,Derecho,M,6
A00689,Juan,Rodríguez,21,6.43,Administración,F,3
A00690,Ana,Rodríguez,24,9.34,Psicología,F,1
A00691,Carlos,García,20,6.19,Psicología,F,3
A00692,Carlos,Hernández,20,6.46,Arquitectura,M,5
A00693,Carmen,Rodríguez,24,7.78,Psicología,M,6
A00694,María,Rodríguez,24,6.49,Medicina,M,8
A00695,Ana,García,18,7.01,Derecho,F,7
A00696,Carlos,Rodríguez,21,8.81,Psicología,F,6
A00697,Ana,Martínez,25,6.82,Administración,F,3
A00698,Diego,Martínez,24,8.74,Psicología,F,2
A00699,María,Hernández,24,6.04,Arquitectura,M,4
A00700,Ana,Martínez,18,7.68,Ingeniería,M,3
A00701,Pedro,Martínez,21,6.4,Psicología,F,4
A00702,Carlos,Rodríguez,21,8.08,Ingeniería,M,4
A00703,Pedro,López,22,8.49,Derecho,F,2
A00704,María,Martínez,19,8.8,Ingeniería,F,7
A00705,Juan,Hernández,19,7.68,Psicología,F,8
A00706,Pedro,Martínez,20,9.59,Administración,F,2
A00707,Carlos,Rodríguez,23,8.05,Medicina,M,2
A00708,Carlos,González,23,8.47,Administración,F,3
A00709,Carmen,Rodríguez,21,7.13,Administración,F,1
A00710,María,García,25,9.14,Medicina,M,8
A00711,Carmen,Hernández,19,7.99,Derecho,M,6
A00712,Carlos,Martínez,22,8.44,Psicología,F,5
A00713,Diego,García,25,9.11,Derecho,F,6
A00714,Carlos,Martínez,23,9.33,Arquitectura,M,3
A00715,Carmen,González,24,9.89,Arquitectura,M,8
A00716,Carmen,López,24,7.43,Ingeniería,F,6
A00717,María,González,19,7.64,Administración,M,3
A00718,Juan,Rodríguez,23,6.64,Derecho,F,5
A00719,Diego,Rodríguez,23,8.19,Medicina,F,1
A00720,Laura,García,25,9.64,Derecho,M,2
A00721,Carlos,García,20,8.75,Ingeniería,F,4
A00722,Juan,Rodríguez,22,7.92,Psicología,M,3
A00723,María,Hernández,19,6.94,Administración,M,3
A00724,Ana,Rodríguez,20,6.05,Administración,F,4
A00725,Juan,Rodríguez,23,6.36,Derecho,F,5
A00726,Carlos,Martínez,19,6.44,Ingeniería,M,3
A00727,Juan,González,21,8.3,Arquitectura,F,4
A00728,Pedro,Hernández,22,7.98,Medicina,F,3
A00729,Carmen,Martínez,19,9.8,Psicología,M,2
A00730,Carmen,López,20,9.12,Derecho,F,7
A00731,Carlos,Hernández,23,6.3,Derecho,M,2
A00732,Pedro,Martínez,20,8.89,Medicina,F,2
A00733,Diego,Rodríguez,24,9.62,Arquitectura,F,1
A00734,Carmen,Martínez,24,8.58,Derecho,F,8
A00735,María,García,20,7.83,Medicina,M,7
A00736,Carmen,Hernández,24,9.91,Administración,F,1
A00737,Laura,Rodríguez,24,7.06,Administración,M,4
A00738,Diego,González,20,6.2,Medicina,M,2
A00739,Laura,Martínez,25,9.25,Psicología,F,1
A00740,Laura,Rodríguez,20,9.5,Administración,M,1
A00741,María,Hernández,20,9.41,Medicina,M,8
A00742,Pedro,García,25,7.44,Medicina,M,2
A00743,Laura,García,22,8.71,Administración,F,5
A00744,Diego,Hernández,20,7.7,Medicina,M,1
A00745,Carmen,Hernández,20,6.46,Derecho,F,2
A00746,Carlos,Martínez,23,9.4,Medicina,M,5
A00747,Diego,Rodríguez,25,9.56,Medicina,M,1
A00748,Juan,González,18,6.04,Medicina,F,2
A00749,Carmen,Hernández,23,6.55,Medicina,F,2
A00750,María,Hernández,18,8.59,Arquitectura,F,4
A00751,Laura,López,25,7.31,Derecho,F,4
A00752,Carlos,García,20,9.58,Medicina,M,3
A00753,Laura,López,21,9.82,Ingeniería,M,6
A00754,María,González,24,7.07,Ingeniería,M,1
A00755,Diego,Hernández,25,8.93,Ingeniería,M,2
A00756,Juan,Martínez,24,7.49,Administración,M,3
A00757,Carmen,García,25,7.37,Administración,F,5
A00758,Diego,López,24,6.46,Psicología,F,6
A00759,Juan,García,25,7.6,Arquitectura,M,6
A00760,Ana,López,25,7.83,Ingeniería,M,3
A00761,Laura,Hernández,20,9.34,Arquitectura,F,4
A00762,Carmen,Rodríguez,19,8.76,Ingeniería,M,2
A00763,Carmen,Rodríguez,18,7.91,Psicología,M,2
A00764,Juan,Martínez,21,7.69,Derecho,F,1
A00765,Ana,González,22,9.54,Arquitectura,F,4
A00766,Carlos,García,18,6.67,Derecho,M,4
A00767,Pedro,González,22,6.53,Psicología,M,5
A00768,Carlos,López,21,8.91,Arquitectura,F,3
A00769,Carmen,Hernández,22,9.93,Derecho,M,1
A00770,Carmen,Martínez,20,9.38,Psicología,F,2
A00771,María,Rodríguez,25,6.41,Medicina,M,4
A00772,Juan,Rodríguez,25,9.64,Arquitectura,F,8
A00773,Ana,Martínez,19,7.93,Derecho,M,6
A00774,Pedro,García,19,8.28,Psicología,M,3
A00775,Carlos,González,22,7.75,Medicina,F,8
A00776,Juan,López,23,8.45,Arquitectura,F,2
A00777,Diego,González,18,9.12,Medicina,F,3
A00778,María,Rodríguez,25,8.45,Ingeniería,F,6
A00779,Ana,Martínez,21,9.45,Arquitectura,M,7
A00780,María,Rodríguez,24,9.52,Psicología,F,7
A00781,Carmen,Hernández,19,8.91,Psicología,M,4
A00782,María,Rodríguez,21,9.57,Arquitectura,M,4
A00783,Pedro,López,22,7.93,Ingeniería,F,7
A00784,Carmen,García,18,7.95,Arquitectura,M,2
A00785,Carlos,García,25,9.55,Derecho,M,6
A00786,Carlos,Hernández,22,7.76,Psicología,M,2
A00787,Diego,López,23,6.25,Administración,M,8
A00788,Carmen,Martínez,19,8.62,Medicina,F,2
A00789,Carmen,González,25,6.05,Psicología,F,3
A00790,Ana,Martínez,19,9.47,Ingeniería,F,8
A00791,Carmen,González,21,8.1,Administración,M,6
A00792,Pedro,García,21,8.97,Arquitectura,F,5
A00793,Diego,Rodríguez,23,8.9,Psicología,M,1
A00794,Ana,Rodríguez,24,6.9,Derecho,M,2
A00795,Pedro,Hernández,20,9.82,Administración,M,6
A00796,María,Martínez,20,9.49,Ingeniería,F,8
A00797,Carlos,López,21,8.08,Ingeniería,F,2
A00798,Diego,González,21,8.75,Administración,F,7
A00799,Laura,Rodríguez,18,8.47,Medicina,M,5
A00800,Carlos,Hernández,23,7.73,Psicología,M,8
A00801,Juan,Martínez,22,8.91,Arquitectura,M,5
A00802,Carlos,López,20,7.93,Ingeniería,F,8
A00803,Carlos,García,23,8.65,Derecho,M,4
A00804,Carmen,López,22,8.57,Derecho,M,7
A00805,Pedro,García,22,6.59,Arquitectura,F,5
A00806,Carmen,Martínez,22,9.31,Derecho,M,7
A00807,Carmen,López,19,9.57,Medicina,M,4
A00808,Laura,Hernández,20,8.45,Arquitectura,F,2
A00809,Laura,Martínez,24,6.05,Derecho,F,8
A00810,Diego,García,18,9.74,Medicina,M,6
A00811,Carmen,Hernández,22,8.02,Derecho,F,3
A00812,Laura,Rodríguez,20,7.88,Psicología,F,1
A00813,Ana,Hernández,20,7.98,Arquitectura,F,8
A00814,Ana,Rodríguez,21,6.66,Derecho,F,2
A00815,Diego,Hernández,20,9.01,Derecho,M,7
A00816,Ana,García,23,7.28,Medicina,M,8
A00817,Diego,González,21,7.32,Psicología,F,2
A00818,Juan,González,24,7.11,Psicología,M,2
A00819,Laura,Rodríguez,25,8.03,Medicina,M,3
A00820,Carmen,Rodríguez,20,8.2,Psicología,F,7
A00821,Diego,López,22,7.51,Administración,M,7
A00822,Diego,Hernández,24,9.27,Derecho,F,2
A00823,Pedro,Hernández,24,6.32,Derecho,F,3
A00824,Carmen,Hernández,25,7.78,Psicología,F,2
A00825,Juan,Hernández,19,8.29,Derecho,F,6
A00826,Pedro,López,19,6.35,Psicología,M,4
A00827,Laura,Rodríguez,24,7.99,Medicina,M,6
A00828,María,González,22,7.26,Arquitectura,M,4
A00829,Carmen,López,23,9.92,Medicina,F,7
A00830,María,García,25,8.98,Arquitectura,F,2
A00831,Carmen,López,25,6.07,Administración,F,4
A00832,Juan,López,23,7.61,Medicina,M,7
A00833,Pedro,López,18,6.14,Ingeniería,F,8
A00834,Diego,Martínez,19,8.2,Administración,F,5
A00835,Pedro,García,25,9.3,Derecho,F,5
A00836,María,Rodríguez,23,9.17,Medicina,F,7
A00837,Carmen,González,19,9.85,Arquitectura,M,6
A00838,Carlos,González,24,8.55,Psicología,M,8
A00839,Laura,Rodríguez,21,9.56,Psicología,F,7
A00840,Diego,Martínez,24,8.25,Medicina,M,8
A00841,María,González,21,8.62,Medicina,F,5
A00842,Laura,López,25,7.82,Administración,F,3
A00843,Diego,González,22,7.36,Medicina,F,8
A00844,Laura,García,23,9.3,Psicología,M,2
A00845,Carmen,García,22,9.27,Ingeniería,F,2
A00846,Juan,Rodríguez,23,9.38,Medicina,F,5
A00847,María,Martínez,20,7.33,Psicología,M,8
A00848,Ana,Hernández,25,9.07,Psicología,M,8
A00849,Carlos,Hernández,23,8.4,Medicina,F,4
A00850,Ana,Martínez,18,8.87,Administración,M,3
A00851,María,González,18,7.45,Arquitectura,F,1
A00852,Diego,Martínez,19,7.81,Arquitectura,M,2
A00853,María,Martínez,25,6.39,Administración,F,1
A00854,María,González,18,8.64,Derecho,F,2
A00855,Carmen,García,19,6.01,Psicología,F,8
A00856,Pedro,López,20,7.42,Derecho,F,1
A00857,Carlos,Rodríguez,25,8.53,Derecho,M,3
A00858,Juan,Hernández,25,9.2,Arquitectura,M,7
A00859,Juan,García,18,8.19,Arquitectura,M,6
A00860,Laura,Martínez,24,7.5,Ingeniería,F,3
A00861,Juan,Martínez,21,6.43,Psicología,F,5
A00862,Carlos,Hernández,20,9.59,Ingeniería,M,2
A00863,Laura,González,22,7.97,Administración,F,2
A00864,Laura,Rodríguez,20,9.29,Medicina,M,8
A00865,Diego,López,22,8.97,Ingeniería,F,8
A00866,Pedro,González,19,7.64,Medicina,F,4
A00867,Ana,Hernández,23,7.02,Derecho,F,5
A00868,Diego,González,22,6.78,Psicología,M,8
A00869,Pedro,López,19,6.48,Administración,M,8
A00870,Pedro,López,23,9.41,Ingeniería,M,5
A00871,Pedro,Martínez,20,6.86,Psicología,F,6
A00872,María,González,18,9.3,Administración,M,1
A00873,Diego,García,24,6.76,Derecho,F,1
A00874,Ana,García,22,7.35,Derecho,F,7
A00875,Carmen,González,21,9.03,Derecho,M,2
A00876,Pedro,López,24,6.19,Derecho,F,7
A00877,Ana,Rodríguez,19,8.53,Arquitectura,M,8
A00878,Carmen,López,19,8.69,Arquitectura,F,6
A00879,Carlos,López,18,6.49,Derecho,F,7
A00880,Carmen,Rodríguez,21,9.57,Derecho,M,8
A00881,Carlos,Hernández,25,7.83,Ingeniería,M,8
A00882,Juan,López,19,8.36,Psicología,F,1
A00883,Carmen,Rodríguez,20,8.02,Ingeniería,F,1
A00884,Carlos,González,21,9.86,Derecho,F,3
A00885,Pedro,Rodríguez,25,6.02,Administración,M,5
A00886,María,García,18,8.94,Arquitectura,M,3
A00887,Carmen,Rodríguez,18,8.21,Medicina,M,8
A00888,Laura,López,23,7.73,Arquitectura,M,7
A00889,Carlos,Hernández,19,8.34,Arquitectura,M,3
A00890,Diego,González,24,9.7,Administración,M,5
A00891,Carlos,Rodríguez,20,9.12,Administración,M,7
A00892,Carmen,López,25,9.64,Arquitectura,F,8
A00893,Carlos,Hernández,19,8.77,Medicina,F,2
A00894,Ana,Rodríguez,21,6.69,Derecho,F,8
A00895,Diego,González,24,9.26,Derecho,F,8
A00896,Carmen,González,19,6.41,Derecho,M,8
A00897,María,García,19,8.63,Administración,M,3
A00898,Ana,González,19,8.42,Arquitectura,F,1
A00899,Diego,Hernández,23,7.29,Psicología,F,7
A00900,Laura,López,23,9.53,Administración,F,5
A00901,Carlos,González,22,7.67,Psicología,F,8
A00902,Carlos,González,20,8.44,Ingeniería,F,7
A00903,Juan,López,24,8.77,Psicología,M,6
A00904,Diego,López,20,6.99,Arquitectura,M,5
A00905,Carlos,Hernández,20,7.59,Derecho,F,6
A00906,Juan,González,19,7.37,Psicología,M,1
A00907,Juan,Hernández,18,7.18,Administración,F,1
A00908,Carmen,González,20,9.22,Medicina,M,1
A00909,Carlos,Rodríguez,25,6.55,Medicina,F,3
A00910,Ana,González,23,8.41,Administración,M,6
A00911,Laura,García,21,9.55,Derecho,M,6
A00912,Ana,García,20,8.05,Psicología,F,1
A00913,Ana,García,24,9.37,Administración,M,6
A00914,Carlos,García,25,8.19,Arquitectura,F,7
A00915,Pedro,Hernández,21,7.26,Arquitectura,M,2
A00916,María,González,19,8.95,Psicología,M,7
A00917,Juan,Rodríguez,19,8.21,Ingeniería,F,6
A00918,Carlos,Hernández,20,6.87,Ingeniería,F,6
A00919,Carmen,López,19,6.84,Medicina,F,7
A00920,Juan,González,24,8.86,Derecho,F,6
A00921,Laura,Martínez,23,8.75,Medicina,F,1
A00922,Pedro,González,24,9.68,Derecho,F,4
A00923,María,Hernández,23,6.53,Derecho,F,4
A00924,Carlos,García,20,8.84,Administración,M,4
A00925,Laura,Martínez,21,9.9,Derecho,M,5
A00926,Diego,Hernández,22,6.71,Administración,F,2
A00927,Pedro,González,19,8.17,Derecho,M,2
A00928,Ana,Rodríguez,21,8.55,Arquitectura,M,5
A00929,Pedro,Hernández,22,8.84,Administración,F,2
A00930,Laura,Rodríguez,18,9.04,Psicología,F,6
A00931,Carlos,Martínez,22,8.25,Derecho,F,3
A00932,Pedro,López,21,8.33,Psicología,M,1
A00933,Carlos,Hernández,21,9.77,Derecho,F,6
A00934,Carmen,Martínez,24,8.84,Administración,M,1
A00935,Carlos,Rodríguez,22,8.7,Arquitectura,M,8
A00936,Laura,Martínez,18,9.58,Arquitectura,M,7
A00937,María,García,21,8.14,Psicología,M,7
A00938,Carmen,Hernández,25,9.51,Psicología,M,5
A00939,María,García,24,7.69,Medicina,M,1
A00940,Pedro,López,19,6.05,Medicina,F,8
A00941,Ana,Martínez,21,6.43,Ingeniería,F,1
A00942,Diego,Martínez,25,7.52,Medicina,M,6
A00943,Laura,Martínez,19,6.21,Administración,M,7
A00944,María,Martínez,18,6.23,Medicina,M,7
A00945,Diego,López,23,7.07,Administración,F,6
A00946,Juan,Rodríguez,23,9.14,Derecho,F,2
A00947,Carlos,González,20,9.93,Administración,F,8
A00948,María,López,24,8.73,Administración,M,2
A00949,Carmen,Rodríguez,24,6.59,Administración,F,4
A00950,Laura,Hernández,23,6.25,Ingeniería,F,6
A00951,Carlos,Rodríguez,20,9.14,Medicina,F,8
A00952,Diego,Hernández,25,6.82,Medicina,F,6
A00953,Laura,Rodríguez,19,8.16,Psicología,F,3
A00954,María,Martínez,18,7.43,Ingeniería,M,5
A00955,Ana,López,19,7.81,Ingeniería,M,6
A00956,Carmen,Rodríguez,18,8.46,Ingeniería,F,7
A00957,Juan,González,22,8.7,Psicología,M,4
A00958,Laura,González,21,8.25,Arquitectura,F,8
A00959,Ana,García,18,6.9,Ingeniería,M,2
A00960,María,Rodríguez,18,8.59,Ingeniería,F,4
A00961,Carmen,López,24,7.56,Psicología,F,5
A00962,Carlos,Martínez,22,8.04,Arquitectura,F,5
A00963,Diego,García,24,9.19,Ingeniería,M,1
A00964,María,Rodríguez,24,8.78,Ingeniería,M,5
A00965,Pedro,Martínez,24,8.77,Derecho,F,7
A00966,Juan,López,19,6.19,Arquitectura,F,4
A00967,Juan,López,20,7.53,Medicina,M,2
A00968,Carlos,García,22,7.67,Ingeniería,F,2
A00969,Carmen,García,19,9.15,Administración,M,6
A00970,María,Rodríguez,22,8.74,Psicología,M,5
A00971,María,Martínez,19,9.86,Derecho,F,2
A00972,Ana,González,21,6.22,Medicina,F,8
A00973,Pedro,Martínez,20,8.97,Medicina,M,7
A00974,Diego,López,23,6.81,Administración,M,4
A00975,Carmen,López,24,9.48,Derecho,M,6
A00976,Laura,Rodríguez,19,9.44,Psicología,F,2
A00977,Diego,González,22,7.77,Administración,M,5
A00978,Pedro,Hernández,24,6.9,Medicina,F,5
A00979,Diego,Rodríguez,21,8.54,Medicina,M,7
A00980,María,López,18,8.84,Arquitectura,F,6
A00981,Carmen,López,21,7.47,Medicina,M,4
A00982,Diego,Martínez,19,8.35,Ingeniería,F,7
A00983,Carlos,González,24,8.95,Ingeniería,F,7
A00984,Juan,Martínez,19,6.79,Administración,F,5
A00985,Laura,Martínez,25,8.9,Derecho,F,8
A00986,Ana,Rodríguez,18,6.77,Derecho,F,3
A00987,Carmen,Martínez,22,7.8,Psicología,F,1
A00988,Carmen,García,20,9.93,Psicología,F,3
A00989,Ana,García,19,6.3,Arquitectura,F,8
A00990,Laura,Martínez,18,9.85,Derecho,M,4
A00991,María,González,20,8.94,Arquitectura,M,8
A00992,Laura,Martínez,18,6.48,Psicología,F,5
A00993,Laura,López,20,6.16,Medicina,F,7
A00994,Juan,López,25,7.12,Administración,M,1
A00995,Diego,González,23,7.06,Arquitectura,F,4
A00996,Carlos,Rodríguez,22,6.64,Medicina,M,6
A00997,Ana,García,20,9.38,Arquitectura,M,8
A00998,María,García,23,6.02,Arquitectura,F,3
A00999,Carmen,Rodríguez,20,7.87,Psicología,M,4
